omega:    0.0100000
   rho:            u1:                u2:                 u3:
 1.9750000     0.08539573611    -0.08543323412     0.02805479365
 2.0000000     0.08633250651    -0.08353145930     0.03266424475
 2.0250000     0.08725091264    -0.08154232874     0.03719741400
 2.0500000     0.08815042306    -0.07946760856     0.04164357165
 2.0750000     0.08903051175    -0.07730917785     0.04599216086
 2.1000000     0.08989065834    -0.07506902681     0.05023282449
 2.1250000     0.09073034842    -0.07274925471     0.05435543157
 2.1500000     0.09154907382    -0.07035206775     0.05835010323
 2.1750000     0.09234633287    -0.06787977673     0.06220723814
 2.2000000     0.09312163071    -0.06533479457     0.06591753721
 2.2250000     0.09387447951    -0.06271963376     0.06947202774
 2.2500000     0.09460439877    -0.06003690356     0.07286208675
 2.2750000     0.09531091560    -0.05728930719     0.07607946351
 2.3000000     0.09599356497    -0.05447963878     0.07911630116
 2.3250000     0.09665188996    -0.05161078027     0.08196515750
 2.3500000     0.09728544205    -0.04868569814     0.08461902472
 2.3750000     0.09789378134    -0.04570744004     0.08707134809
 2.4000000     0.09847647684    -0.04267913127     0.08931604359
 2.4250000     0.09903310671    -0.03960397124     0.09134751442
 2.4500000     0.09956325847    -0.03648522969     0.09316066628
 2.4750000      0.1000665293    -0.03332624291     0.09475092148
 2.5000000      0.1005425263    -0.03013040983     0.09611423174
 2.5250000      0.1009908665    -0.02690118797     0.09724708973
 2.5500000      0.1014111774    -0.02364208940     0.09814653926
 2.5750000      0.1018030972    -0.02035667653     0.09881018411
 2.6000000      0.1021662746    -0.01704855782     0.09923619549
 2.6250000      0.1025003695    -0.01372138351     0.09942331807
 2.6500000      0.1028050529    -0.01037884115     0.09937087457
 2.6750000      0.1030800075   -0.007024651200     0.09907876899
 2.7000000      0.1033249272   -0.003662562445     0.09854748825
 2.7250000      0.1035395182  -0.0002963474647     0.09777810249
 2.7500000      0.1037234983    0.003070202006     0.09677226385
 2.7750000      0.1038765978    0.006433279732     0.09553220375
 2.8000000      0.1039985594    0.009789069672     0.09406072877
 2.8250000      0.1040891382     0.01313375070     0.09236121506
 2.8500000      0.1041481023     0.01646350134     0.09043760123
 2.8750000      0.1041752324     0.01977450456     0.08829437993
 2.9000000      0.1041703227     0.02306295250     0.08593658792
 2.9250000      0.1041331803     0.02632505124     0.08336979475
 2.9500000      0.1040636258     0.02955702564     0.08060009016
 2.9750000      0.1039614935     0.03275512401     0.07763407006
 3.0000000      0.1038266311     0.03591562293     0.07447882118
 3.0250000      0.1036589003     0.03903483193     0.07114190460
 3.0500000      0.1034581768     0.04210909821     0.06763133783
 3.0750000      0.1032243501     0.04513481131     0.06395557594
 3.1000000      0.1029573242     0.04810840771     0.06012349134
 3.1250000      0.1026570170     0.05102637545     0.05614435257
 3.1500000      0.1023233612     0.05388525861     0.05202780210
 3.1750000      0.1019563037     0.05668166184     0.04778383297
 3.2000000      0.1015558061     0.05941225470     0.04342276471
 3.2250000      0.1011218444     0.06207377606     0.03895521820
 3.2500000      0.1006544097     0.06466303833     0.03439208987
 3.2750000      0.1001535076     0.06717693164     0.02974452502
 3.3000000     0.09961915871     0.06961242796     0.02502389061
 3.3250000     0.09905139843     0.07196658508     0.02024174728
 3.3500000     0.09845027716     0.07423655054     0.01540982097
 3.3750000     0.09781586029     0.07641956540     0.01053997397
 3.4000000     0.09714822824     0.07851296797    0.005644175606
 3.4250000     0.09644747644     0.08051419738   0.0007344726098
 3.4500000     0.09571371542     0.08242079702   -0.004177040764
 3.4750000     0.09494707078     0.08423041795   -0.009078252809
 3.5000000     0.09414768318     0.08594082205    -0.01395706453
 3.5250000     0.09331570838     0.08754988511    -0.01880141981
 3.5500000     0.09245131718     0.08905559983    -0.02359933558
 3.5750000     0.09155469545     0.09045607856    -0.02833893177
 3.6000000     0.09062604407     0.09174955602    -0.03300846114
 3.6250000     0.08966557891     0.09293439179    -0.03759633877
 3.6500000     0.08867353079     0.09400907265    -0.04209117122
 3.6750000     0.08765014543     0.09497221485    -0.04648178522
 3.7000000     0.08659568341     0.09582256612    -0.05075725595
 3.7250000     0.08551042007     0.09655900753    -0.05490693459
 3.7500000     0.08439464548     0.09718055531    -0.05892047535
 3.7750000     0.08324866436     0.09768636232    -0.06278786173
 3.8000000     0.08207279595     0.09807571946    -0.06649943195
 3.8250000     0.08086737400     0.09834805694    -0.07004590365
