omega:    5.00000
   rho:            u1:                u2:                 u3:
0.48500000      0.1124379660     0.01529798500    0.005526717286
0.49000000      0.1122961803     0.01363125051    0.006910578422
0.49500000      0.1121017154     0.01204202051    0.008430244422
0.50000000      0.1118553281     0.01053496522     0.01007834135
0.50500000      0.1115578294    0.009114494184     0.01184689465
0.51000000      0.1112100823    0.007784745298     0.01372737173
0.51500000      0.1108129994    0.006549574751     0.01571072704
0.52000000      0.1103675408    0.005412548033     0.01778744945
0.52500000      0.1098747113    0.004376931971     0.01994761150
0.53000000      0.1093355583    0.003445687838     0.02218092043
0.53500000      0.1087511695    0.002621465513     0.02447677060
0.54000000      0.1081226700    0.001906598718     0.02682429707
0.54500000      0.1074512201    0.001303101318     0.02921242996
0.55000000      0.1067380128   0.0008126646906     0.03162994951
0.55500000      0.1059842712   0.0004366561488     0.03406554129
0.56000000      0.1051912461   0.0001761184119     0.03650785145
0.56500000      0.1043602135   3.177010424E-05     0.03894554174
0.57000000      0.1034924721   4.007267728E-06     0.04136734390
0.57500000      0.1025893408   9.290586297E-05     0.04376211323
0.58000000      0.1016521563   0.0002982252360     0.04611888111
0.58500000      0.1006822706   0.0006194125215     0.04842690615
0.59000000     0.09968104870    0.001055607952     0.05067572377
0.59500000     0.09864986619    0.001605651042     0.05285519393
0.60000000     0.09759010697    0.002268087600     0.05495554688
0.60500000     0.09650316089    0.003041177553     0.05696742668
0.61000000     0.09539042160    0.003922903515     0.05888193223
0.61500000     0.09425328427    0.004910980077     0.06069065576
0.62000000     0.09309314351    0.006002863769     0.06238571856
0.62500000     0.09191139128    0.007195763646     0.06395980379
0.63000000     0.09070941485    0.008486652451     0.06540618626
0.63500000     0.08948859482    0.009872278317     0.06671875913
0.64000000     0.08825030325     0.01134917694     0.06789205733
0.64500000     0.08699590178     0.01291368419     0.06892127774
0.65000000     0.08572673989     0.01456194913     0.06980229594
0.65500000     0.08444415319     0.01628994728     0.07053167968
0.66000000     0.08314946175     0.01809349431     0.07110669890
0.66500000     0.08184396859     0.01996825984     0.07152533228
0.67000000     0.08052895814     0.02190978144     0.07178627055
0.67500000     0.07920569488     0.02391347884     0.07188891629
0.68000000     0.07787542193     0.02597466815     0.07183338051
0.68500000     0.07653935982     0.02808857613     0.07162047599
0.69000000     0.07519870533     0.03025035450     0.07125170742
0.69500000     0.07385463029     0.03245509409     0.07072925845
0.70000000     0.07250828064     0.03469783901     0.07005597589
0.70500000     0.07116077536     0.03697360061     0.06923535094
0.71000000     0.06981320569     0.03927737124     0.06827149777
0.71500000     0.06846663422     0.04160413784     0.06716912956
0.72000000     0.06712209421     0.04394889524     0.06593353210
0.72500000     0.06578058891     0.04630665913     0.06457053512
0.73000000     0.06444309094     0.04867247876     0.06308648161
0.73500000     0.06311054180     0.05104144921     0.06148819518
0.74000000     0.06178385142     0.05340872334     0.05978294573
0.74500000     0.06046389772     0.05576952323     0.05797841359
0.75000000     0.05915152639     0.05811915121     0.05608265234
0.75500000     0.05784755054     0.06045300044     0.05410405048
0.76000000     0.05655275058     0.06276656500     0.05205129216
0.76500000     0.05526787409     0.06505544934     0.04993331715
0.77000000     0.05399363571     0.06731537741     0.04775928033
0.77500000     0.05273071721     0.06954220107     0.04553851073
0.78000000     0.05147976749     0.07173190801     0.04328047049
0.78500000     0.05024140270     0.07388062908     0.04099471386
0.79000000     0.04901620641     0.07598464512     0.03869084635
0.79500000     0.04780472984     0.07804039307     0.03637848434
0.80000000     0.04660749206     0.08004447160     0.03406721530
0.80500000     0.04542498038     0.08199364614     0.03176655863
0.81000000     0.04425765063     0.08388485328     0.02948592760
0.81500000     0.04310592759     0.08571520462     0.02723459215
0.82000000     0.04197020544     0.08748199002     0.02502164306
0.82500000     0.04085084816     0.08918268029     0.02285595742
0.83000000     0.03974819014     0.09081492930     0.02074616551
0.83500000     0.03866253661     0.09237657557     0.01870061936
0.84000000     0.03759416429     0.09386564324     0.01672736297
0.84500000     0.03654332195     0.09528034256     0.01483410437
0.85000000     0.03551023105     0.09661906988     0.01302818946
0.85500000     0.03449508636     0.09788040706     0.01131657794
0.86000000     0.03349805667     0.09906312049    0.009705821200
0.86500000     0.03251928545      0.1001661595    0.008202042268
0.87000000     0.03155889155      0.1011886545    0.006810917941
0.87500000     0.03061696996      0.1021299146    0.005537663027
0.88000000     0.02969359250      0.1029894246    0.004387016781
0.88500000     0.02878880860      0.1037668420    0.003363231527
0.89000000     0.02790264604      0.1044619935    0.002470063470
0.89500000     0.02703511171      0.1050748709    0.001710765684
0.90000000     0.02618619240      0.1056056268    0.001088083271
0.90500000     0.02535585556      0.1060545703   0.0006042506402
0.91000000     0.02454405007      0.1064221620   0.0002609908914
0.91500000     0.02375070702      0.1067090091   5.951724867E-05
0.92000000     0.02297574052      0.1069158598   5.364874750E-07
0.92500000     0.02221904842      0.1070435981   8.425429792E-05
0.93000000     0.02148051310      0.1070932377   0.0003103825152
0.93500000     0.02076000227      0.1070659165   0.0006781481412
0.94000000     0.02005736968      0.1069628904    0.001186304077
0.94500000     0.01937245591      0.1067855272    0.001833141480
0.95000000     0.01870508908      0.1065353002    0.002616503653
0.95500000     0.01805508561      0.1062137823    0.003533801369
0.96000000     0.01742225092      0.1058226390    0.004582029539
0.96500000     0.01680638018      0.1053636226    0.005757785111
0.97000000     0.01620725896      0.1048385654    0.007057286095
0.97500000     0.01562466393      0.1042493736    0.008476391624
0.98000000     0.01505836357      0.1035980204     0.01001062291
0.98500000     0.01450811876      0.1028865402     0.01165518503
0.99000000     0.01397368346      0.1021170219     0.01340498938
0.99500000     0.01345480535      0.1012916029     0.01525467674
 1.0000000     0.01295122639      0.1004124628     0.01719864077
 1.0050000     0.01246268345     0.09948181750     0.01923105197
 1.0100000     0.01198890886     0.09850191314     0.02134588176
 1.0150000     0.01152963098     0.09747502042     0.02353692687
 1.0200000     0.01108457472     0.09640342887     0.02579783367
 1.0250000     0.01065346210     0.09528944135     0.02812212251
 1.0300000     0.01023601270     0.09413536872     0.03050321191
 1.0350000    0.009831944164     0.09294352465     0.03293444254
 1.0400000    0.009440972672     0.09171622063     0.03540910082
 1.0450000    0.009062813374     0.09045576115     0.03792044223
 1.0500000    0.008697180821     0.08916443905     0.04046171399
 1.0550000    0.008343789371     0.08784453114     0.04302617731
 1.0600000    0.008002353580     0.08649829393     0.04560712893
 1.0650000    0.007672588570     0.08512795964     0.04819792203
 1.0700000    0.007354210385     0.08373573237     0.05079198632
 1.0750000    0.007046936324     0.08232378450     0.05338284736
 1.0800000    0.006750485259     0.08089425333     0.05596414501
 1.0850000    0.006464577932     0.07944923786     0.05852965099
 1.0900000    0.006188937240     0.07799079585     0.06107328544
 1.0950000    0.005923288499     0.07652094109     0.06358913260
 1.1000000    0.005667359691     0.07504164084     0.06607145538
 1.1050000    0.005420881698     0.07355481351     0.06851470893
 1.1100000    0.005183588518     0.07206232656     0.07091355321
 1.1150000    0.004955217465     0.07056599458     0.07326286443
 1.1200000    0.004735509352     0.06906757755     0.07555774543
 1.1250000    0.004524208667     0.06756877938     0.07779353500
 1.1300000    0.004321063725     0.06607124657     0.07996581610
 1.1350000    0.004125826811     0.06457656707     0.08207042303
 1.1400000    0.003938254310     0.06308626937     0.08410344752
 1.1450000    0.003758106821     0.06160182170     0.08606124374
 1.1500000    0.003585149262     0.06012463147     0.08794043234
 1.1550000    0.003419150960     0.05865604481     0.08973790341
 1.1600000    0.003259885730     0.05719734636     0.09145081849
 1.1650000    0.003107131942     0.05574975913     0.09307661157
 1.1700000    0.002960672582     0.05431444454     0.09461298922
 1.1750000    0.002820295295     0.05289250261     0.09605792974
 1.1800000    0.002685792422     0.05148497230     0.09740968150
 1.1850000    0.002556961030     0.05009283194     0.09866676044
 1.1900000    0.002433602932     0.04871699978     0.09982794672
 1.1950000    0.002315524689     0.04735833470      0.1008922807
 1.2000000    0.002202537623     0.04601763700      0.1018590581
 1.2050000    0.002094457802     0.04469564928      0.1027278247
 1.2100000    0.001991106032     0.04339305741      0.1034983701
 1.2150000    0.001892307837     0.04211049164      0.1041707211
 1.2200000    0.001797893430     0.04084852772      0.1047451347
 1.2250000    0.001707697685     0.03960768810      0.1052220903
 1.2300000    0.001621560093     0.03838844330      0.1056022814
 1.2350000    0.001539324727     0.03719121314      0.1058866075
 1.2400000    0.001460840186     0.03601636827      0.1060761648
 1.2450000    0.001385959549     0.03486423150      0.1061722374
 1.2500000    0.001314540313     0.03373507938      0.1061762876
 1.2550000    0.001246444337     0.03262914369      0.1060899462
 1.2600000    0.001181537775     0.03154661297      0.1059150031
 1.2650000    0.001119691012     0.03048763415      0.1056533968
 1.2700000    0.001060778588     0.02945231410      0.1053072045
 1.2750000    0.001004679134     0.02844072128      0.1048786322
 1.2800000   0.0009512752897     0.02745288733      0.1043700041
 1.2850000   0.0009004536294     0.02648880872      0.1037837530
 1.2900000   0.0008521045841     0.02554844835      0.1031224097
 1.2950000   0.0008061223602     0.02463173719      0.1023885935
 1.3000000   0.0007624048582     0.02373857589      0.1015850017
 1.3050000   0.0007208535904     0.02286883636      0.1007144004
 1.3100000   0.0006813735973     0.02202236339     0.09977961464
 1.3150000   0.0006438733636     0.02119897619     0.09878351912
 1.3200000   0.0006082647339     0.02039846994     0.09772902896
 1.3250000   0.0005744628277     0.01962061730     0.09661909078
 1.3300000   0.0005423859552     0.01886516995     0.09545667407
 1.3350000   0.0005119555317     0.01813185999     0.09424476281
 1.3400000   0.0004830959937     0.01742040141     0.09298634729
 1.3450000   0.0004557347146     0.01673049148     0.09168441645
 1.3500000   0.0004298019210     0.01606181212     0.09034195029
 1.3550000   0.0004052306099     0.01541403121     0.08896191282
 1.3600000   0.0003819564659     0.01478680390     0.08754724525
 1.3650000   0.0003599177805     0.01417977385     0.08610085951
 1.3700000   0.0003390553707     0.01359257441     0.08462563223
 1.3750000   0.0003193125004     0.01302482984     0.08312439893
 1.3800000   0.0003006348016     0.01247615641     0.08159994871
 1.3850000   0.0002829701971     0.01194616346     0.08005501924
 1.3900000   0.0002662688249     0.01143445447     0.07849229207
 1.3950000   0.0002504829633     0.01094062806     0.07691438840
 1.4000000   0.0002355669580     0.01046427892     0.07532386513
 1.4050000   0.0002214771500     0.01000499874     0.07372321128
 1.4100000   0.0002081718052    0.009562377047     0.07211484479
 1.4150000   0.0001956110457    0.009136002085     0.07050110966
 1.4200000   0.0001837567823    0.008725461543     0.06888427334
 1.4250000   0.0001725726489    0.008330343327     0.06726652460
 1.4300000   0.0001620239379    0.007950236245     0.06564997160
 1.4350000   0.0001520775378    0.007584730673     0.06403664030
 1.4400000   0.0001427018722    0.007233419170     0.06242847320
 1.4450000   0.0001338668400    0.006895897059     0.06082732836
 1.4500000   0.0001255437578    0.006571762968     0.05923497867
 1.4550000   0.0001177053036    0.006260619332     0.05765311142
 1.4600000   0.0001103254620    0.005962072861     0.05608332814
 1.4650000   0.0001033794714    0.005675734972     0.05452714460
 1.4700000   9.684377223E-05    0.005401222185     0.05298599118
 1.4750000   9.069595718E-05    0.005138156491     0.05146121334
 1.4800000   8.491472286E-05    0.004886165675     0.04995407233
 1.4850000   7.947982290E-05    0.004644883624     0.04846574615
 1.4900000   7.437202275E-05    0.004413950593     0.04699733061
 1.4950000   6.957305583E-05    0.004193013450     0.04554984059
 1.5000000   6.506558124E-05    0.003981725885     0.04412421151
 1.5050000   6.083314288E-05    0.003779748598     0.04272130083
 1.5100000   5.686013003E-05    0.003586749465     0.04134188982
 1.5150000   5.313173932E-05    0.003402403668     0.03998668531
 1.5200000   4.963393805E-05    0.003226393816     0.03865632166
 1.5250000   4.635342893E-05    0.003058410033     0.03735136276
 1.5300000   4.327761601E-05    0.002898150030     0.03607230418
 1.5350000   4.039457202E-05    0.002745319158     0.03481957526
 1.5400000   3.769300690E-05    0.002599630439     0.03359354146
 1.5450000   3.516223757E-05    0.002460804586     0.03239450660
 1.5500000   3.279215885E-05    0.002328569995     0.03122271519
 1.5550000   3.057321564E-05    0.002202662734     0.03007835485
 1.5600000   2.849637613E-05    0.002082826512     0.02896155869
 1.5650000   2.655310611E-05    0.001968812632     0.02787240770
 1.5700000   2.473534446E-05    0.001860379935     0.02681093324
 1.5750000   2.303547951E-05    0.001757294736     0.02577711940
 1.5800000   2.144632650E-05    0.001659330737     0.02477090545
 1.5850000   1.996110602E-05    0.001566268948     0.02379218826
 1.5900000   1.857342333E-05    0.001477897582     0.02284082465
 1.5950000   1.727724859E-05    0.001394011951     0.02191663379
 1.6000000   1.606689805E-05    0.001314414356     0.02101939948
 1.6050000   1.493701597E-05    0.001238913963     0.02014887251
 1.6100000   1.388255743E-05    0.001167326683     0.01930477285
 1.6150000   1.289877192E-05    0.001099475034     0.01848679187
 1.6200000   1.198118769E-05    0.001035188012     0.01769459453
 1.6250000   1.112559679E-05   0.0009743009480     0.01692782143
 1.6300000   1.032804086E-05   0.0009166553684     0.01618609090
 1.6350000   9.584797575E-06   0.0008620988464     0.01546900099
 1.6400000   8.892367769E-06   0.0008104848565     0.01477613135
 1.6450000   8.247463133E-06   0.0007616726241     0.01410704516
 1.6500000   7.646994555E-06   0.0007155269747     0.01346129087
 1.6550000   7.088061019E-06   0.0006719181828     0.01283840400
 1.6600000   6.567939061E-06   0.0006307218191     0.01223790873
 1.6650000   6.084072749E-06   0.0005918185984     0.01165931956
 1.6700000   5.634064171E-06   0.0005550942278     0.01110214282
 1.6750000   5.215664413E-06   0.0005204392554     0.01056587815
 1.6800000   4.826764993E-06   0.0004877489192     0.01005001984
 1.6850000   4.465389746E-06   0.0004569229985    0.009554058225
 1.6900000   4.129687125E-06   0.0004278656658    0.009077480897
 1.6950000   3.817922912E-06   0.0004004853403    0.008619773911
 1.7000000   3.528473318E-06   0.0003746945442    0.008180422905
 1.7050000   3.259818444E-06   0.0003504097600    0.007758914160
 1.7100000   3.010536099E-06   0.0003275512911    0.007354735590
 1.7150000   2.779295953E-06   0.0003060431237    0.006967377676
 1.7200000   2.564854006E-06   0.0002858127925    0.006596334330
 1.7250000   2.366047367E-06   0.0002667912480    0.006241103705
 1.7300000   2.181789314E-06   0.0002489127275    0.005901188947
 1.7350000   2.011064635E-06   0.0002321146284    0.005576098882
 1.7400000   1.852925232E-06   0.0002163373843    0.005265348653
 1.7450000   1.706485967E-06   0.0002015243454    0.004968460308
 1.7500000   1.570920751E-06   0.0001876216599    0.004684963328
 1.7550000   1.445458851E-06   0.0001745781609    0.004414395108
 1.7600000   1.329381418E-06   0.0001623452546    0.004156301395
 1.7650000   1.222018207E-06   0.0001508768122    0.003910236673
 1.7700000   1.122744493E-06   0.0001401290660    0.003675764510
 1.7750000   1.030978175E-06   0.0001300605071    0.003452457861
 1.7800000   9.461770361E-07   0.0001206317875    0.003239899330
 1.7850000   8.678361820E-07   0.0001118056247    0.003037681399
 1.7900000   7.954856238E-07   0.0001035467098    0.002845406616
 1.7950000   7.286880097E-07   9.582161882E-05    0.002662687752
 1.8000000   6.670364944E-07   8.859872680E-05    0.002489147927
 1.8050000   6.101527375E-07   8.184812505E-05    0.002324420708
 1.8100000   5.576850260E-07   7.554154167E-05    0.002168150170
 1.8150000   5.093065123E-07   6.965226476E-05    0.002019990948
 1.8200000   4.647135619E-07   6.415506877E-05    0.001879608245
 1.8250000   4.236242051E-07   5.902614360E-05    0.001746677839
 1.8300000   3.857766853E-07   5.424302660E-05    0.001620886048
 1.8350000   3.509281005E-07   4.978453732E-05    0.001501929697
 1.8400000   3.188531310E-07   4.563071499E-05    0.001389516052
 1.8450000   2.893428489E-07   4.176275862E-05    0.001283362751
 1.8500000   2.622036051E-07   3.816296978E-05    0.001183197712
 1.8550000   2.372559888E-07   3.481469778E-05    0.001088759036
 1.8600000   2.143338549E-07   3.170228749E-05   0.0009997948944
 1.8650000   1.932834171E-07   2.881102947E-05   0.0009160634141
 1.8700000   1.739624003E-07   2.612711246E-05   0.0008373325480
 1.8750000   1.562392511E-07   2.363757823E-05   0.0007633799450
 1.8800000   1.399924018E-07   2.133027861E-05   0.0006939928129
 1.8850000   1.251095848E-07   1.919383476E-05   0.0006289677793
 1.8900000   1.114871956E-07   1.721759851E-05   0.0005681107501
 1.8950000   9.902969957E-08   1.539161582E-05   0.0005112367682
 1.9000000   8.764908214E-08   1.370659226E-05   0.0004581698723
 1.9050000   7.726433840E-08   1.215386045E-05   0.0004087429587
 1.9100000   6.780100062E-08   1.072534945E-05   0.0003627976459
 1.9150000   5.919070134E-08   9.413556039E-06   0.0003201841439
 1.9200000   5.137077010E-08   8.211517852E-06   0.0002807611295
 1.9250000   4.428386219E-08   7.112788307E-06   0.0002443956288
 1.9300000   3.787761751E-08   6.111413349E-06   0.0002109629078
 1.9350000   3.210434822E-08   5.201909940E-06   0.0001803463730
 1.9400000   2.692075379E-08   4.379246284E-06   0.0001524374827
 1.9450000   2.228766211E-08   3.638823776E-06   0.0001271356703
 1.9500000   1.816979571E-08   2.976460657E-06   0.0001043482818
 1.9550000   1.453556196E-08   2.388377370E-06   8.399052765E-05
 1.9600000   1.135686664E-08   1.871183622E-06   6.598545124E-05
 1.9650000   8.608949864E-09   1.421867151E-06   5.026391551E-05
 1.9700000   6.270244158E-09   1.037784223E-06   3.676460876E-05
 1.9750000   4.322253956E-09   7.166518717E-07   2.543407173E-05
 1.9800000   2.749456400E-09   4.565419192E-07   1.622674773E-05
 1.9850000   1.539223254E-09   2.558768150E-07   9.105057466E-06
 1.9900000   6.817639223E-10   1.134273457E-07   4.039500845E-06
 1.9950000   1.700897623E-10   2.831227658E-08   1.008787713E-06
